tarih_saat,tarih,saat,tuketim_mwh,uretim_mwh,dogalgaz_mwh,komur_mwh,hidro_mwh,ruzgar_mwh,gunes_mwh,diger_mwh,ptf_tl_mwh
2023-04-21T20:00:00Z,2023-04-21,23,25927.3,26705.1,6241.9,9577,7290.2,3710.7,129.4,0,2324.37
2023-04-21T21:00:00Z,2023-04-21,0,19683.5,20274,5093,7251.2,4964.5,2048.7,62.7,853.9,2257.93
2023-04-21T22:00:00Z,2023-04-21,1,20730.3,21352.2,4217.1,7558.6,5005.7,2564,0,2006.9,1949.61
2023-04-21T23:00:00Z,2023-04-21,2,19095.5,19668.4,4893.7,6789.2,5084.6,1749.3,0,1151.7,2045.91
2023-04-22T00:00:00Z,2023-04-22,3,20342.5,20952.8,4378.1,7684.5,5107.2,2433.2,0,1349.7,2158.78
2023-04-22T01:00:00Z,2023-04-22,4,22527.1,23202.9,4993.3,7235.7,5242.7,3002.5,118.3,2610.4,2357.12
2023-04-22T02:00:00Z,2023-04-22,5,24114.2,24837.6,6013.5,8153,6264.6,2042.3,0,2364.1,2359.43
2023-04-22T03:00:00Z,2023-04-22,6,25424.1,26186.8,6703.8,9201.5,6098,1926.7,75.7,2181.1,2308.66
2023-04-22T04:00:00Z,2023-04-22,7,27978.2,28817.5,6441.9,9227,6536.4,1797.9,651.4,4162.9,2455.95
2023-04-22T05:00:00Z,2023-04-22,8,29542,30428.3,5569.3,10603.7,7608.3,1775.7,1431.4,3439.9,2773.47
2023-04-22T06:00:00Z,2023-04-22,9,30688.7,31609.3,7361.4,11124.3,8675.6,1258.3,1645.9,1543.8,2784.57
2023-04-22T07:00:00Z,2023-04-22,10,32982,33971.4,7256.9,11437.4,8143.3,3634,2420.6,1079.2,2611.23
2023-04-22T08:00:00Z,2023-04-22,11,31200.2,32136.2,6215,11096,6651.7,2475.7,2675.8,3021.9,2555.94
2023-04-22T09:00:00Z,2023-04-22,12,30683.8,31604.3,7613.9,10910,7408.2,2394.9,2533.3,744.1,2701.65
2023-04-22T10:00:00Z,2023-04-22,13,30495.7,31410.5,6568.7,10057.6,7566.4,1178,2323.9,3715.9,2613.42
2023-04-22T11:00:00Z,2023-04-22,14,28953.2,29821.8,7672.9,10602,7788.1,3304.1,2109.6,0,2172.18
2023-04-22T12:00:00Z,2023-04-22,15,29110.4,29983.8,5363.7,10006.6,7190.1,2980.7,1880.6,2562,2565.5
2023-04-22T13:00:00Z,2023-04-22,16,29442.4,30325.7,7761.7,10485.5,8068.9,4975.9,1143.2,0,2341.16
2023-04-22T14:00:00Z,2023-04-22,17,28762.2,29625.1,6575.1,9736.5,7495.3,2738.1,644.2,2435.9,2388.08
2023-04-22T15:00:00Z,2023-04-22,18,28585.4,29443,6950.6,9423.9,7588,3314.4,40,2126,2599.48
2023-04-22T16:00:00Z,2023-04-22,19,27143.4,27957.7,6118.8,9316.5,6474.8,3995.7,0,2052,2510.86
2023-04-22T17:00:00Z,2023-04-22,20,26280.2,27068.6,5654.1,9394.7,6647.7,3962.3,0,1409.9,2471.82
2023-04-22T18:00:00Z,2023-04-22,21,26306.9,27096.1,6955.4,7894.2,6694.6,3350.6,234.6,1966.8,2551.86
2023-04-22T19:00:00Z,2023-04-22,22,23670.7,24380.9,4154.9,7949.3,5813.8,3580.5,33.4,2848.9,2168.82
2023-04-22T20:00:00Z,2023-04-22,23,22202,22868,4521.1,7602.8,4927.5,2318.2,24.1,3474.4,2791.35
2023-04-22T21:00:00Z,2023-04-22,0,18128,18671.9,3759.4,5820.6,4467.1,2537.7,0,2087,1826.05
2023-04-22T22:00:00Z,2023-04-22,1,18865.6,19431.6,4208.5,6599.6,4708.3,2390,116.1,1409,1907.93
2023-04-22T23:00:00Z,2023-04-22,2,19840.3,20435.5,4805.1,7429.6,4437.7,1658.3,94.5,2010.4,2262.24
2023-04-23T00:00:00Z,2023-04-23,3,16590.7,17088.4,4045.7,6036.7,4418.8,1600.1,160.8,826.3,1983.32
2023-04-23T01:00:00Z,2023-04-23,4,19835.9,20431,4070.7,7870.2,5155.4,1469.6,0,1865,2192.59
2023-04-23T02:00:00Z,2023-04-23,5,21009.9,21640.2,4849,6919.4,5542.9,1889.3,62,2377.6,2449.19
2023-04-23T03:00:00Z,2023-04-23,6,23615.6,24324.1,5768.1,8391.2,5824.1,1090.1,42.5,3208,2251.58
2023-04-23T04:00:00Z,2023-04-23,7,25738.5,26510.7,6252.2,8936.2,7419.2,1494.9,622,1786.2,2543.78
2023-04-23T05:00:00Z,2023-04-23,8,27631.1,28460.1,6606.7,10514.6,7011.3,2791.7,962.6,573.2,2502.02
2023-04-23T06:00:00Z,2023-04-23,9,28759.9,29622.7,5943.6,10315.9,7724.5,2449.3,1668.5,1520.9,2408.01
2023-04-23T07:00:00Z,2023-04-23,10,28266.3,29114.3,5198.2,9785.3,7290.6,1097.4,2033,3709.8,2201.21
2023-04-23T08:00:00Z,2023-04-23,11,28887.1,29753.8,6993.5,9841.3,7188.3,1667.1,2221.7,1841.9,2530.8
2023-04-23T09:00:00Z,2023-04-23,12,27224.1,28040.9,5698.5,10137.6,6828.8,1970.8,2388.2,1017,2430.79
2023-04-23T10:00:00Z,2023-04-23,13,28161.6,29006.5,7169.1,9004.1,7957,2456,2107.2,313,2337.18
2023-04-23T11:00:00Z,2023-04-23,14,27914.1,28751.5,7364.8,9445.9,6978,2429.4,2072.3,461,2365.98
2023-04-23T12:00:00Z,2023-04-23,15,27074.8,27887,6189,10413.1,7088.6,2511.9,1636.8,47.7,2543.88
2023-04-23T13:00:00Z,2023-04-23,16,25861.4,26637.3,5938.5,8164.3,7438.6,4017.9,860.2,217.7,2296.76
2023-04-23T14:00:00Z,2023-04-23,17,26178.9,26964.3,5301.8,9760.7,6621.5,4053,651.2,576,2320.17
2023-04-23T15:00:00Z,2023-04-23,18,25123.1,25876.8,6385.4,8656.7,6036.7,4947.5,0,0,2251.41
2023-04-23T16:00:00Z,2023-04-23,19,26557.3,27354,5942.9,9847.1,7195,4496.7,0,0,2534.34
2023-04-23T17:00:00Z,2023-04-23,20,24371,25102.1,5465.2,8014.4,6330.7,3861.3,9.2,1421.3,2463.36
2023-04-23T18:00:00Z,2023-04-23,21,23307.7,24006.9,5768,7514.2,6288.7,3199.8,0,1236.2,2309.3
2023-04-23T19:00:00Z,2023-04-23,22,20852.3,21477.9,4962.8,7167.2,5504.9,2367.4,8.3,1467.3,2282.35
2023-04-23T20:00:00Z,2023-04-23,23,18496.3,19051.2,4304,6159.4,4307.9,1951.7,0,2328.3,2300.17
2023-04-23T21:00:00Z,2023-04-23,0,21217.7,21854.3,5150.4,6798.7,5279.1,3110.6,0,1515.5,2225.46
2023-04-23T22:00:00Z,2023-04-23,1,20825.2,21449.9,5195,7002.4,5150.9,2568.8,66.6,1466.2,2416.62
2023-04-23T23:00:00Z,2023-04-23,2,20296.3,20905.2,4863.3,6624.4,5495.9,1961.4,0,1960.3,2081.38
2023-04-24T00:00:00Z,2023-04-24,3,24261.6,24989.4,5191.6,8458.5,6475.8,2707.6,51.4,2104.6,2367.79
2023-04-24T01:00:00Z,2023-04-24,4,25530.3,26296.2,6011.2,8685.1,5750.5,1860.1,0,3989.2,2602.98
2023-04-24T02:00:00Z,2023-04-24,5,27982.4,28821.8,5535.1,10233.2,8364.5,2708.2,0,1980.8,2846.71
2023-04-24T03:00:00Z,2023-04-24,6,31773.7,32726.9,6690.9,9888.6,7038.7,905.2,159.8,8043.7,2615.74
2023-04-24T04:00:00Z,2023-04-24,7,32892.6,33879.4,7865.3,10908.9,7689.8,1953,627.9,4834.6,2843.4
2023-04-24T05:00:00Z,2023-04-24,8,34738.9,35781.1,7829.1,12170.2,9342,1370,1383,3686.7,2890.27
2023-04-24T06:00:00Z,2023-04-24,9,35708.7,36779.9,9003.1,12417,9036.5,2846.5,2133.9,1342.9,2737.49
2023-04-24T07:00:00Z,2023-04-24,10,36101.6,37184.6,6806.1,12588.7,8218.9,1954,2634.9,4981.9,2701.27
2023-04-24T08:00:00Z,2023-04-24,11,36381.4,37472.9,7073.7,12302.7,9356.5,2884.8,2866.4,2988.7,2820.41
2023-04-24T09:00:00Z,2023-04-24,12,35510.3,36575.6,7946.7,11393.5,9022,3732.8,3365.8,1114.7,2447.44
2023-04-24T10:00:00Z,2023-04-24,13,33373,34374.2,6743.5,11780.8,8226.2,2833.2,3199.8,1590.6,2443.73
2023-04-24T11:00:00Z,2023-04-24,14,34633.7,35672.7,6095.1,11206.9,9034.2,3724,2763.8,2848.6,2268.59
2023-04-24T12:00:00Z,2023-04-24,15,33469.5,34473.6,8440,11859.7,9090,3440.5,1996.2,0,2414.95
2023-04-24T13:00:00Z,2023-04-24,16,34052.4,35074,7071.1,12350.5,8106.6,4485.8,1471,1589.1,2635.14
2023-04-24T14:00:00Z,2023-04-24,17,33404,34406.1,8082,10714.2,8151.8,5421.9,635.8,1400.5,2653.48
2023-04-24T15:00:00Z,2023-04-24,18,32787.4,33771,7751.3,11188.5,7524.2,3836.9,292.7,3177.4,2727.54
2023-04-24T16:00:00Z,2023-04-24,19,32472.9,33447.1,8499.5,10763.2,7507.4,5573.4,0,1103.6,2125.88
2023-04-24T17:00:00Z,2023-04-24,20,31186.1,32121.6,7386.2,10831.8,7762.9,4301.5,62.4,1776.8,2853.71
2023-04-24T18:00:00Z,2023-04-24,21,29988.3,30887.9,6687.7,11341.1,7408.1,4076,0,1374.9,2512.63
2023-04-24T19:00:00Z,2023-04-24,22,27974.4,28813.6,6154.7,8583.4,7271.5,3421.4,0,3382.7,2055.36
2023-04-24T20:00:00Z,2023-04-24,23,25378.3,26139.6,4818,8986.7,6921.8,2754.9,7.9,2650.3,2279.24
2023-04-24T21:00:00Z,2023-04-24,0,24977.7,25727.1,5018.8,8125.8,5847.1,3418.9,53.9,3262.5,2149.96
2023-04-24T22:00:00Z,2023-04-24,1,23962.1,24680.9,5851.3,7559.2,6071.6,2469,83.7,2646.2,2379.68
2023-04-24T23:00:00Z,2023-04-24,2,23185.9,23881.5,5716,8191.7,6085.1,2739.1,146.6,1002.9,2557.76
2023-04-25T00:00:00Z,2023-04-25,3,23064.7,23756.6,4355.4,7883.1,5679.5,2597.4,0,3241.1,2467.9
2023-04-25T01:00:00Z,2023-04-25,4,25256.6,26014.3,5996.6,8000,5584.4,2306.6,272.1,3854.7,2619.31
2023-04-25T02:00:00Z,2023-04-25,5,28561.2,29418,6447.3,10193,6759.7,2960.2,51.6,3006.4,2701.75
2023-04-25T03:00:00Z,2023-04-25,6,30437.7,31350.8,6946.3,12301.4,7930.1,1264.5,0,2908.5,2479.03
2023-04-25T04:00:00Z,2023-04-25,7,33429.1,34432,9068.8,11840,8513.4,1388.2,734,2887.5,2639.65
2023-04-25T05:00:00Z,2023-04-25,8,34141.4,35165.7,7599.1,11619.8,8166.7,1501.9,1575.4,4702.8,2645.64
2023-04-25T06:00:00Z,2023-04-25,9,35408.7,36471,8095.7,11627.4,9031.4,2150,1731.7,3834.8,2834.38
2023-04-25T07:00:00Z,2023-04-25,10,34856.7,35902.4,8510.6,11136.1,9350.3,2600.1,2634.1,1671.3,2738.13
2023-04-25T08:00:00Z,2023-04-25,11,36449.1,37542.6,7627.9,13140.1,8926.3,1666.2,3089.2,3092.8,2486.44
2023-04-25T09:00:00Z,2023-04-25,12,35087.1,36139.7,7695,12529.1,8653.6,3441.1,3261.9,559,2643.77
2023-04-25T10:00:00Z,2023-04-25,13,34480.1,35514.5,8355.5,11680.9,9414.9,3487.4,2924.8,0,2613.61
2023-04-25T11:00:00Z,2023-04-25,14,32843.3,33828.6,8353.2,9783.1,8323.4,2661.4,2377.6,2329.9,2552.61
2023-04-25T12:00:00Z,2023-04-25,15,34143.5,35167.8,7797.6,12765.2,8498.6,4522.2,2063.5,0,2483.78
2023-04-25T13:00:00Z,2023-04-25,16,32535.2,33511.3,8483.3,10595.1,8314.4,3819.8,1521,777.7,2436.06
2023-04-25T14:00:00Z,2023-04-25,17,35642,36711.3,8605.7,12791.1,9736.3,3802.1,634.7,1141.3,2506.44
2023-04-25T15:00:00Z,2023-04-25,18,33764.3,34777.2,7264.6,12709.1,8353.8,6145.1,0,304.6,2289.98
2023-04-25T16:00:00Z,2023-04-25,19,31922.7,32880.4,6952.7,11209.6,8035,5767.2,0,916,2718.62
2023-04-25T17:00:00Z,2023-04-25,20,31347.4,32287.9,6946.6,11947.1,7308.5,4274.5,0,1811.1,2576.34
2023-04-25T18:00:00Z,2023-04-25,21,29987,30886.6,6792.5,11339.7,7559.9,4985,0,209.5,2448.11
2023-04-25T19:00:00Z,2023-04-25,22,28136.3,28980.4,5977.1,10458.2,7742.7,4712.9,159.3,0,2339.85
2023-04-25T20:00:00Z,2023-04-25,23,26254.3,27041.9,7207,10088.8,6296.8,3865.2,0,0,2497.7
2023-04-25T21:00:00Z,2023-04-25,0,24394,25125.8,4954,7995.4,6439.6,2825.5,27.4,2884,2006.15
2023-04-25T22:00:00Z,2023-04-25,1,23113.4,23806.8,5865.2,8527.5,6096.2,2651.4,27.9,638.6,2150.4
2023-04-25T23:00:00Z,2023-04-25,2,23537.7,24243.8,4923.8,9800.5,5360.5,1910,0,2249,2526.37
2023-04-26T00:00:00Z,2023-04-26,3,24224,24950.7,6237.7,7826.7,6038.6,2987.4,0,1860.3,2619.99
2023-04-26T01:00:00Z,2023-04-26,4,25361.5,26122.4,5472.8,9391,6170.3,1994.2,0,3094.1,2537.77
2023-04-26T02:00:00Z,2023-04-26,5,27920.2,28757.8,6244,9094.7,7278.4,1592.7,0,4548,2219.47
2023-04-26T03:00:00Z,2023-04-26,6,30589.5,31507.1,6391.8,9941,6746.7,1917.3,113.6,6396.8,2890.79
2023-04-26T04:00:00Z,2023-04-26,7,32511.9,33487.3,7195,11544.8,8050.7,1222.5,899.9,4574.4,2552.82
2023-04-26T05:00:00Z,2023-04-26,8,33967.2,34986.3,7103.1,11671.1,8936.3,1429.1,1359.7,4487,2691.24
2023-04-26T06:00:00Z,2023-04-26,9,36155.7,37240.3,7388.5,12535.8,9419.2,2246,2375.7,3275.1,2670.33
2023-04-26T07:00:00Z,2023-04-26,10,35976,37055.3,9532.6,12474.2,8686.6,1358.9,2903.3,2099.6,2695.91
2023-04-26T08:00:00Z,2023-04-26,11,35993.7,37073.5,7750.9,12144,8793.1,2467.8,2601.3,3316.5,2732.86
2023-04-26T09:00:00Z,2023-04-26,12,35478.5,36542.9,8191.8,13033.6,8774.9,3816.7,3011.8,0,2806.3
2023-04-26T10:00:00Z,2023-04-26,13,35257.6,36315.3,8706.8,12342.6,9302.1,3439.1,2930.8,0,2827.23
2023-04-26T11:00:00Z,2023-04-26,14,34490.6,35525.3,8451.5,12374.1,8304.9,3266.2,2488.5,640,3121.91
2023-04-26T12:00:00Z,2023-04-26,15,32766.4,33749.4,8709.7,11497.8,8061.3,3756.2,1789.6,0,2481.7
2023-04-26T13:00:00Z,2023-04-26,16,32617.3,33595.8,7610.6,10819.4,7100.5,3906.7,1627.6,2531,2474.04
2023-04-26T14:00:00Z,2023-04-26,17,33421.9,34424.6,8072.4,11180,7479.9,5384.8,685.2,1622.3,2277.44
2023-04-26T15:00:00Z,2023-04-26,18,33915.2,34932.7,7791,11533.6,9052.1,5100.4,0,1455.6,2626.41
2023-04-26T16:00:00Z,2023-04-26,19,33130.1,34124,7174.2,11685.9,8137.4,5348.7,0,1777.8,2373.87
2023-04-26T17:00:00Z,2023-04-26,20,32469.8,33443.9,7553.1,12027,7506.1,5526.8,77.7,753.1,2667.63
2023-04-26T18:00:00Z,2023-04-26,21,29745.5,30637.9,6312.5,10344.6,7355,3024.6,168.4,3432.7,2814.17
2023-04-26T19:00:00Z,2023-04-26,22,27348.6,28169.1,5703.2,10473.9,7035.7,4161.3,0,795,2333.56
2023-04-26T20:00:00Z,2023-04-26,23,25174.7,25929.9,5344.5,9596.4,6027.5,3316,0,1645.6,2266.33
2023-04-26T21:00:00Z,2023-04-26,0,25369.8,26130.9,5668.4,9685.6,6358.9,3662.7,61.8,693.5,2206.65
2023-04-26T22:00:00Z,2023-04-26,1,24578.2,25315.6,5011.3,8834.5,6342.3,2999.9,44.2,2083.4,2053.31
2023-04-26T23:00:00Z,2023-04-26,2,22690.7,23371.5,4695.2,8376,5941.5,2896.6,0,1462.1,2391.18
2023-04-27T00:00:00Z,2023-04-27,3,23651.5,24361,4826.9,9096.7,5780.1,1791.5,169.5,2696.5,2413.03
2023-04-27T01:00:00Z,2023-04-27,4,27330.7,28150.6,6088.5,9888.6,7055.7,2264.6,59.3,2793.9,2404.92
2023-04-27T02:00:00Z,2023-04-27,5,27400.4,28222.4,6277,8987.9,7137,2445.3,331.8,3043.4,2318.28
2023-04-27T03:00:00Z,2023-04-27,6,29828.4,30723.3,7140.3,10242,8352.5,2550.6,0,2437.9,2583.34
2023-04-27T04:00:00Z,2023-04-27,7,31933.9,32891.9,6406.9,10205.3,7802,1537.8,733.5,6206.4,2539.15
2023-04-27T05:00:00Z,2023-04-27,8,33537.9,34544.1,6875.2,12257.1,9255.1,2637.9,1249,2269.8,2962.46
2023-04-27T06:00:00Z,2023-04-27,9,35006.7,36056.9,8114.4,10849.6,9216.1,1893.8,2213.8,3769.2,2893.57
2023-04-27T07:00:00Z,2023-04-27,10,37000.4,38110.4,8762,13198.5,10076.7,3007.3,2754.2,311.7,2719.46
2023-04-27T08:00:00Z,2023-04-27,11,35250.2,36307.7,7206.2,14229.9,8220.7,2902.5,2726.1,1022.3,2470.09
2023-04-27T09:00:00Z,2023-04-27,12,33835.6,34850.7,7626.7,12483.2,8212.4,1406.7,2830.5,2291.3,2477.82
2023-04-27T10:00:00Z,2023-04-27,13,34761.7,35804.6,7875.7,11583.4,8989.6,4475.1,2793.9,86.8,2745.81
2023-04-27T11:00:00Z,2023-04-27,14,32513.8,33489.2,7458.9,11670.8,7999.9,2814.7,2163.6,1381.4,2593.71
2023-04-27T12:00:00Z,2023-04-27,15,33135.9,34129.9,7706.6,11237.5,7875.6,4360.3,2201.9,748,2706.82
2023-04-27T13:00:00Z,2023-04-27,16,34438.9,35472,7163.9,12830.3,7749.6,5085.5,1637.6,1005.1,2622.25
2023-04-27T14:00:00Z,2023-04-27,17,33417.5,34420,7800.1,11197.1,8190.9,5315.4,627.9,1288.6,2802.37
2023-04-27T15:00:00Z,2023-04-27,18,31621.7,32570.4,7638.7,10509.8,7798.9,3595.3,3.8,3023.8,2547
2023-04-27T16:00:00Z,2023-04-27,19,33610.6,34618.9,7651.5,12453.9,9279.9,5107.7,0,125.9,2271.36
2023-04-27T17:00:00Z,2023-04-27,20,30548.4,31464.8,6628.8,10236.9,7364.5,4637.2,68.3,2529.1,2675.62
2023-04-27T18:00:00Z,2023-04-27,21,29846.1,30741.5,6205,11752.5,7357.8,4369.7,0,1056.5,2677.22
2023-04-27T19:00:00Z,2023-04-27,22,28264.3,29112.2,5401.2,9925.4,6720.5,4646.1,0,2419.1,2285.93
2023-04-27T20:00:00Z,2023-04-27,23,25020,25770.6,4781.8,9537.9,6083.6,3024.8,25.1,2317.4,2297.64
2023-04-27T21:00:00Z,2023-04-27,0,23782.2,24495.6,5528.6,7687.2,5929.6,2954.8,43.7,2351.8,2315.73
2023-04-27T22:00:00Z,2023-04-27,1,23247.8,23945.3,4072.3,8027.4,5857.6,2600.8,0,3387.2,2140.2
2023-04-27T23:00:00Z,2023-04-27,2,22930,23617.8,5579.3,7621.2,6016.2,2166.2,0,2234.9,2420.86
2023-04-28T00:00:00Z,2023-04-28,3,24299,25028,5877.5,9406.3,6018.2,2233.6,0,1492.4,2161.03
2023-04-28T01:00:00Z,2023-04-28,4,25771.2,26544.4,5703.3,8716.4,6322.3,2359.6,0,3442.7,1933.52
2023-04-28T02:00:00Z,2023-04-28,5,26963.1,27772,6964.3,9588.5,6940.7,1993.6,32.7,2252.1,2815.26
2023-04-28T03:00:00Z,2023-04-28,6,29507.4,30392.6,6582,9611.5,8099.4,1904.6,13.8,4181.4,2501.18
2023-04-28T04:00:00Z,2023-04-28,7,32282.3,33250.8,6746.1,11443.3,8323.5,2745.1,742.5,3250.3,2857.1
2023-04-28T05:00:00Z,2023-04-28,8,34537.6,35573.8,7695.6,12607.4,8717.7,1521.8,1474.1,3557.2,2983.94
2023-04-28T06:00:00Z,2023-04-28,9,36516,37611.4,9167.8,14209,9327.3,1455.4,2139,1313,2766.95
2023-04-28T07:00:00Z,2023-04-28,10,36888.7,37995.3,8250.7,13073.8,9094.8,2363.9,2497.7,2714.4,2693.46
2023-04-28T08:00:00Z,2023-04-28,11,35521.9,36587.6,8330.9,12045.1,7983.5,3394.1,3099.2,1734.8,2746.83
2023-04-28T09:00:00Z,2023-04-28,12,33637.3,34646.4,9187.3,11104.3,8807.5,4059.1,2730.7,0,2613.85
2023-04-28T10:00:00Z,2023-04-28,13,34958.4,36007.1,8248.3,13315.1,8954.2,3723.6,2614.6,0,2262.73
2023-04-28T11:00:00Z,2023-04-28,14,34662.8,35702.7,7171.4,11140.3,8653.2,4433.8,2695.7,1608.3,2726.65
2023-04-28T12:00:00Z,2023-04-28,15,33358.1,34358.8,8454,11774.9,8870.8,4319.5,1869.7,0,2906.57
2023-04-28T13:00:00Z,2023-04-28,16,33763.7,34776.6,7703.3,12582.5,7893.7,3738.1,1595.9,1263.1,3027.92
2023-04-28T14:00:00Z,2023-04-28,17,32955.8,33944.5,7811.8,10510,8790.4,3991.8,886.3,1954.2,2585.51
2023-04-28T15:00:00Z,2023-04-28,18,33251.3,34248.8,8428.2,12078.2,8229.7,4866.3,194.5,451.8,2936.49
2023-04-28T16:00:00Z,2023-04-28,19,32903.3,33890.4,7685.4,11494.7,8329.7,4034.6,81.8,2264.1,2466.37
2023-04-28T17:00:00Z,2023-04-28,20,32138.6,33102.8,7248.2,10989.6,7845.2,5975.4,244.5,799.8,2546.37
2023-04-28T18:00:00Z,2023-04-28,21,30295,31203.8,6910,10845.8,7672.5,3462.7,12.4,2300.3,2900.35
2023-04-28T19:00:00Z,2023-04-28,22,28226.4,29073.1,6652,9656.9,7483.5,3468.6,0,1812.2,2456.05
2023-04-28T20:00:00Z,2023-04-28,23,25117.1,25870.6,6017.9,9032.6,6475.2,2337.6,9.5,1997.8,2329.32
2023-04-28T21:00:00Z,2023-04-28,0,20970.7,21599.8,4123.7,6876.7,5364.8,2771.7,133.2,2329.6,2511.51
2023-04-28T22:00:00Z,2023-04-28,1,17382.3,17903.8,3396.4,6389.7,4177.5,2554.4,0,1385.7,2049.12
2023-04-28T23:00:00Z,2023-04-28,2,18309.8,18859.1,3775.7,6106.5,4479.7,1556.2,0,2940.9,2147.89
2023-04-29T00:00:00Z,2023-04-29,3,20582.3,21199.8,4649.2,6406.1,5491.3,2258.6,111.7,2282.9,2055.18
2023-04-29T01:00:00Z,2023-04-29,4,20943.5,21571.8,5150.3,7125.1,5348,1774.6,119.1,2054.8,2028.65
2023-04-29T02:00:00Z,2023-04-29,5,23413.2,24115.6,5890.3,8376.2,6038.5,1420.2,0,2390.4,2429.8
2023-04-29T03:00:00Z,2023-04-29,6,27770.8,28603.9,5409.8,9441.4,7065.1,1732.4,133.4,4821.9,2338.14
2023-04-29T04:00:00Z,2023-04-29,7,29005.3,29875.5,6165.1,10269.5,6798.7,1792.5,655.3,4194.3,2310.26
2023-04-29T05:00:00Z,2023-04-29,8,29081,29953.4,5659.6,9634.6,7101.3,2316.5,1266.8,3974.6,2350.96
2023-04-29T06:00:00Z,2023-04-29,9,30746.4,31668.8,6724.1,10431.8,8285.3,2243,1321.8,2662.9,2407.03
2023-04-29T07:00:00Z,2023-04-29,10,30798.2,31722.2,7395.9,10667.6,7887.2,959.2,2203.3,2609,2862.27
2023-04-29T08:00:00Z,2023-04-29,11,31266.7,32204.7,6465.8,11783.3,8142.2,2977.6,2521.2,314.6,2349.1
2023-04-29T09:00:00Z,2023-04-29,12,29701.1,30592.2,6744.7,10424.9,6791.6,2638.3,2612.9,1379.7,2534.82
2023-04-29T10:00:00Z,2023-04-29,13,29827.8,30722.6,6249.4,9865.6,7839.1,2378.9,2777,1612.7,2252.24
2023-04-29T11:00:00Z,2023-04-29,14,30550.3,31466.8,8035.3,11838.4,8147.5,3180.9,2358,0,2770.59
2023-04-29T12:00:00Z,2023-04-29,15,29762.2,30655,8091.6,10060.7,6941,4560.4,2052.8,0,2479.84
2023-04-29T13:00:00Z,2023-04-29,16,29580.3,30467.7,7170.7,10232.5,6406,3616.8,1197.7,1843.9,2550.25
2023-04-29T14:00:00Z,2023-04-29,17,28801.7,29665.8,6027.2,9871.8,7328.1,4544,373.2,1521.4,2754.8
2023-04-29T15:00:00Z,2023-04-29,18,28741.7,29604,6845.3,10513.9,7690.7,2758.5,191.5,1604.1,2237.78
2023-04-29T16:00:00Z,2023-04-29,19,28622.1,29480.8,6223.4,9914.7,7574.7,4184.5,120.4,1463,2541.1
2023-04-29T17:00:00Z,2023-04-29,20,26255.4,27043,5706.1,9048.2,6772.8,2995.6,145.9,2374.4,2229.09
2023-04-29T18:00:00Z,2023-04-29,21,23794.1,24507.9,6425.9,7803.6,6000.6,3297.2,0,980.6,2345.16
2023-04-29T19:00:00Z,2023-04-29,22,23409.5,24111.8,4817.5,7746.2,6302.3,2699.9,280.4,2265.5,2239.35
2023-04-29T20:00:00Z,2023-04-29,23,21424.2,22066.9,5112.8,8176.4,5765.3,2217.2,0,795.2,2426.53
2023-04-29T21:00:00Z,2023-04-29,0,20550.6,21167.1,4530.3,7262,4827.5,2535.5,70.7,1941.2,1886.29
2023-04-29T22:00:00Z,2023-04-29,1,18609.2,19167.4,4200,6485.4,4850.1,2054.6,20.1,1557.3,2182.11
2023-04-29T23:00:00Z,2023-04-29,2,18359.1,18909.9,4595.2,6059.6,4478.3,2340.1,104.8,1331.8,2037.99
2023-04-30T00:00:00Z,2023-04-30,3,20090.6,20693.3,4477.6,7000.4,5123.4,2277.1,64.4,1750.4,1996.37
2023-04-30T01:00:00Z,2023-04-30,4,20920.8,21548.5,3770.6,7395,5301.8,1841.3,0,3239.7,2172.52
2023-04-30T02:00:00Z,2023-04-30,5,24750,25492.5,5115.8,8326.8,6051.4,2033.6,0,3964.8,2396.21
2023-04-30T03:00:00Z,2023-04-30,6,25356.6,26117.3,6103.5,8834.4,6578.5,2262.3,0,2338.5,2393.37
2023-04-30T04:00:00Z,2023-04-30,7,28899.4,29766.4,6636.8,10339.9,7557.9,2117.6,730.6,2383.7,2582.14
2023-04-30T05:00:00Z,2023-04-30,8,28583.4,29440.9,6257.8,10157.9,7127.1,1643.8,1435.2,2819,2845.27
2023-04-30T06:00:00Z,2023-04-30,9,32114.8,33078.2,7537.7,11687.1,8217.6,2617,1997.4,1021.4,2402.95
2023-04-30T07:00:00Z,2023-04-30,10,31301.7,32240.7,8310.8,11132.6,8641.9,3059.4,2250.8,0,2617.03
2023-04-30T08:00:00Z,2023-04-30,11,29722.2,30613.8,7348.8,10379.8,7133.1,2409.9,2362.3,979.9,2423.12
2023-04-30T09:00:00Z,2023-04-30,12,29595.8,30483.7,7136,11297.8,6916.3,1971.3,3025.1,137.1,2252.75
2023-04-30T10:00:00Z,2023-04-30,13,29884.5,30781.1,7009.1,11393.3,7404.7,2340.6,2217.1,416.3,2673.52
2023-04-30T11:00:00Z,2023-04-30,14,30741.1,31663.3,7445.7,10639.1,7670.2,3020.5,2551.1,336.6,2336.27
2023-04-30T12:00:00Z,2023-04-30,15,28840.7,29705.9,6862.6,9906.4,7497,3026.2,1742.1,671.7,2277.54
2023-04-30T13:00:00Z,2023-04-30,16,29078.6,29950.9,6368.6,9605.2,7496.9,3183.1,1141.8,2155.1,2354.13
