tarih,yil,ay,gun_haftasi,tuketim_mwh,uretim_mwh,dogalgaz_mwh,komur_mwh,hidro_mwh,ruzgar_mwh,gunes_mwh,ptf_ortalama_tl_mwh,ortalama_sicaklik_c
2019-07-14,2019,7,Pazar,643346,662647,142969,213199,116367,79002,53327,1741.81,25.9
2019-07-15,2019,7,Pazartesi,765469,788433,205447,276398,173230,119842,68003,1793.39,29.1
2019-07-16,2019,7,Salı,793844,817660,215297,291865,147209,81084,62043,1830.82,25.7
2019-07-17,2019,7,Çrᗺmba,754717,777358,186028,241617,157155,72440,43616,1577.4,28.3
2019-07-18,2019,7,Perᗾmbe,792250,816018,185411,296402,161858,67091,52545,1589.91,27.7
2019-07-19,2019,7,Cuma,787673,811303,167992,262105,162727,99027,55547,1591.24,28.3
2019-07-20,2019,7,Cumartesi,704233,725360,169056,242356,135372,86128,48815,1652.57,26.9
2019-07-21,2019,7,Pazar,643174,662469,161176,208230,119409,62618,47973,1573.99,25.1
2019-07-22,2019,7,Pazartesi,782340,805810,170393,266426,116889,86423,49012,2177.77,27.1
2019-07-23,2019,7,Salı,771996,795155,192384,283134,145232,102034,58116,1928.64,25.6
2019-07-24,2019,7,Çrᗺmba,781750,805202,199484,281129,132339,46062,50208,1401.24,29.3
2019-07-25,2019,7,Perᗾmbe,811717,836068,160489,280098,148172,67603,68546,1354.99,29.9
2019-07-26,2019,7,Cuma,809600,833888,189988,292697,182254,62040,61586,1486.02,25.7
2019-07-27,2019,7,Cumartesi,661588,681436,162459,217040,126398,66709,39765,1488.75,28.3
2019-07-28,2019,7,Pazar,727273,749091,135133,281135,140019,82105,48569,1258.61,23.7
2019-07-29,2019,7,Pazartesi,814304,838733,175664,293407,175388,105631,49738,1563.25,25.8
2019-07-30,2019,7,Salı,768989,792059,183846,246042,159020,86711,43349,2162.92,22.9
2019-07-31,2019,7,Çrᗺmba,814653,839093,183672,280316,165540,93051,69789,1779.16,32.1
2019-08-01,2019,8,Perᗾmbe,785653,809223,203436,277195,148422,81425,52421,1747.2,27.2
2019-08-02,2019,8,Cuma,794066,817888,195983,279046,160491,104371,53150,2112.22,25.4
2019-08-03,2019,8,Cumartesi,697426,718349,167560,218825,122548,58233,44282,1600.5,26.9
2019-08-04,2019,8,Pazar,716594,738092,163638,231567,151028,96427,50777,1507.27,21.4
2019-08-05,2019,8,Pazartesi,818139,842683,179702,276860,155904,47422,70156,1506.51,21.2
2019-08-06,2019,8,Salı,790697,814418,175446,307327,124978,77884,55173,1681.7,30.4
2019-08-07,2019,8,Çrᗺmba,807539,831765,194830,259399,123698,94066,41279,1803.04,26.3
2019-08-08,2019,8,Perᗾmbe,847919,873356,238200,313502,142662,89623,48292,1523.54,27.6
2019-08-09,2019,8,Cuma,852535,878111,223789,268320,139407,86600,67224,1548.8,23.2
2019-08-10,2019,8,Cumartesi,693802,714617,171679,249058,108798,65403,47620,1342.4,20.3
2019-08-11,2019,8,Pazar,704957,726106,152797,220871,122620,50064,51992,1783,23.4
2019-08-12,2019,8,Pazartesi,813501,837906,186863,290983,136465,85166,57567,1811.59,22.8
2019-08-13,2019,8,Salı,861863,887719,211713,283213,129665,55104,58619,1499.85,21.9
2019-08-14,2019,8,Çrᗺmba,848112,873556,215362,311469,150773,76604,49999,1388.99,21.2
2019-08-15,2019,8,Perᗾmbe,830467,855381,210214,281265,148808,90409,70769,1635.14,21.4
2019-08-16,2019,8,Cuma,844313,869642,220708,299163,135863,62359,59382,1631.2,29.2
2019-08-17,2019,8,Cumartesi,766713,789714,215330,268566,125470,48154,56146,1742.53,22.5
2019-08-18,2019,8,Pazar,707439,728662,153825,261068,142334,70817,51051,1769.46,28.1
2019-08-19,2019,8,Pazartesi,816248,840735,200671,276234,151728,66677,44142,1681.14,25.5
2019-08-20,2019,8,Salı,848435,873888,192331,304220,143242,98523,38622,1371.73,26.3
2019-08-21,2019,8,Çrᗺmba,867232,893249,183422,326442,153305,97166,62848,1924.55,26
2019-08-22,2019,8,Perᗾmbe,863090,888983,179451,301559,165132,94994,68690,1806.03,22.1
2019-08-23,2019,8,Cuma,854362,879993,210194,326115,149921,76145,55674,1649.66,22.5
2019-08-24,2019,8,Cumartesi,756261,778949,173875,253204,142370,80427,39907,1638.92,21.3
2019-08-25,2019,8,Pazar,759422,782204,207740,261675,122982,70919,51939,1768.57,24.3
2019-08-26,2019,8,Pazartesi,870593,896710,228912,290736,128880,79721,52520,1327.12,26.8
2019-08-27,2019,8,Salı,891529,918275,209440,293859,124334,79685,44587,1624.26,19.4
2019-08-28,2019,8,Çrᗺmba,855553,881219,170233,333575,132312,109286,60443,1636.62,23.2
2019-08-29,2019,8,Perᗾmbe,877223,903540,221952,316377,145234,110748,61811,1543.98,19.5
2019-08-30,2019,8,Cuma,893641,920450,233024,315652,128537,97542,47459,1453.09,19.9
2019-08-31,2019,8,Cumartesi,787860,811496,172862,242168,119151,101157,43598,1531.65,22.3
2019-09-01,2019,9,Pazar,785239,808796,202724,256312,116385,64378,45099,1634.48,22.9
2019-09-02,2019,9,Pazartesi,884566,911103,176337,314160,151999,67644,41864,1696.64,27.3
2019-09-03,2019,9,Salı,874687,900927,165347,333196,151821,89519,56261,1975.95,21.6
2019-09-04,2019,9,Çrᗺmba,888776,915439,237842,289343,137729,129368,47013,1423.01,24.6
2019-09-05,2019,9,Perᗾmbe,899166,926141,198367,312084,154669,89815,43865,1478.41,20.4
2019-09-06,2019,9,Cuma,897986,924926,223479,286636,130084,88616,53209,1466.2,19.2
2019-09-07,2019,9,Cumartesi,786019,809599,212407,257370,133197,95273,49976,1594.41,20.3
2019-09-08,2019,9,Pazar,767088,790100,198757,262204,120009,99708,49184,1820.58,23.9
2019-09-09,2019,9,Pazartesi,875145,901399,197411,278780,143007,92154,49745,1971.68,17.2
2019-09-10,2019,9,Salı,885979,912558,223955,281539,125409,51550,49599,1704.09,26
2019-09-11,2019,9,Çrᗺmba,899942,926941,218588,310697,144105,119001,43080,1318.25,20.1
2019-09-12,2019,9,Perᗾmbe,941290,969529,244613,339332,161341,88661,52134,1605.78,19.3
2019-09-13,2019,9,Cuma,868519,894575,180914,283830,122563,91663,35152,1702.15,19.5
2019-09-14,2019,9,Cumartesi,818597,843155,201493,301770,163301,56689,43850,1925.17,22.7
2019-09-15,2019,9,Pazar,810436,834749,193266,265347,107422,73079,50508,2118.46,21.3
2019-09-16,2019,9,Pazartesi,902975,930064,193092,339948,139272,104987,48304,1518.75,22.6
2019-09-17,2019,9,Salı,922010,949670,227746,311991,157932,106124,60880,1812.14,16.1
2019-09-18,2019,9,Çrᗺmba,910069,937371,190982,314225,179678,80548,45283,1553.33,19.5
2019-09-19,2019,9,Perᗾmbe,948146,976591,200242,283928,165034,109574,34412,1441.05,18.3
2019-09-20,2019,9,Cuma,948017,976457,255407,351923,146296,112384,65565,1360.95,20.6
2019-09-21,2019,9,Cumartesi,798767,822730,172430,291937,127510,82689,41572,1477.27,20.5
2019-09-22,2019,9,Pazar,819819,844414,191286,279605,88177,84993,48543,1387.63,19.7
2019-09-23,2019,9,Pazartesi,896404,923296,177045,309966,159999,79437,40861,1518.1,14
2019-09-24,2019,9,Salı,939192,967368,217013,334663,107403,103506,59135,1793.29,16.4
2019-09-25,2019,9,Çrᗺmba,912618,939996,284911,322179,158931,100570,38395,1726.24,17
2019-09-26,2019,9,Perᗾmbe,935543,963609,269597,313612,140529,84236,63723,1395.52,19.3
2019-09-27,2019,9,Cuma,943039,971330,238300,316294,140318,110414,30850,1489.1,15
2019-09-28,2019,9,Cumartesi,835269,860327,179851,278556,123851,76235,40966,1800.51,16.5
2019-09-29,2019,9,Pazar,833224,858220,225688,277825,181527,98764,47429,2028.78,19.5
2019-09-30,2019,9,Pazartesi,941485,969730,225986,308487,162881,90997,43219,2058.25,19.9
2019-10-01,2019,10,Salı,940066,968268,226960,366773,150904,100645,49295,1735.59,15.3
2019-10-02,2019,10,Çrᗺmba,962348,991219,240954,337050,149034,126204,55918,1807.62,19.2
2019-10-03,2019,10,Perᗾmbe,918681,946241,200967,319546,168732,81776,43752,1710.43,21
2019-10-04,2019,10,Cuma,941006,969236,225648,340020,141011,79974,42675,1647.72,13.1
2019-10-05,2019,10,Cumartesi,864527,890463,234651,273783,142285,94922,43666,1600.46,13.5
2019-10-06,2019,10,Pazar,858890,884656,197919,284042,148150,106576,39934,1555.04,12.3
2019-10-07,2019,10,Pazartesi,938978,967147,260141,290852,159414,142410,43863,1561.15,15.4
2019-10-08,2019,10,Salı,948280,976729,198785,331476,146030,104150,49857,1907.22,15.9
2019-10-09,2019,10,Çrᗺmba,963997,992917,190444,332969,129323,69045,47865,2062.35,19.8
2019-10-10,2019,10,Perᗾmbe,974492,1003727,226079,340832,187021,115757,37485,1725.9,13.5
2019-10-11,2019,10,Cuma,922420,950092,217616,287397,125565,99003,45459,1580.27,12.5
2019-10-12,2019,10,Cumartesi,845492,870857,197037,301133,108703,121928,36776,1595.95,15.5
2019-10-13,2019,10,Pazar,861965,887823,192956,317794,148995,91679,60325,1652.09,12.4
2019-10-14,2019,10,Pazartesi,953366,981967,215069,342941,157960,96817,41924,1667.92,11.3
2019-10-15,2019,10,Salı,953434,982037,232986,363842,147917,105593,31328,953.63,14.4
2019-10-16,2019,10,Çrᗺmba,988687,1018347,221983,360785,168202,103260,52148,1727.66,15.2
2019-10-17,2019,10,Perᗾmbe,965168,994123,204807,356957,121869,64964,40581,1233.99,15
2019-10-18,2019,10,Cuma,964325,993254,218566,322051,153295,103499,43917,1752.22,11.1
2019-10-19,2019,10,Cumartesi,845901,871279,177464,263362,155415,87337,31067,1753.98,9.9
2019-10-20,2019,10,Pazar,849394,874876,195730,282325,125178,99216,24995,1604.79,16.7
2019-10-21,2019,10,Pazartesi,975457,1004721,248804,354312,160172,86253,66760,1557.63,11.4
2019-10-22,2019,10,Salı,957379,986100,242669,341011,111551,87705,39994,2222.88,15.7
2019-10-23,2019,10,Çrᗺmba,974567,1003804,241278,338645,121065,78116,27503,1565.91,12.5
2019-10-24,2019,10,Perᗾmbe,973394,1002596,257847,361080,155130,68537,28623,1784.91,10.5
2019-10-25,2019,10,Cuma,975284,1004542,218284,303224,161890,80179,38799,1465.37,12.9
2019-10-26,2019,10,Cumartesi,887181,913796,211551,297247,150732,102973,37522,1796.04,14.4
2019-10-27,2019,10,Pazar,884940,911488,234439,321267,145142,84575,27742,1463.76,7.7
2019-10-28,2019,10,Pazartesi,960571,989388,210455,352684,160980,91498,46815,1990.45,11.1
2019-10-29,2019,10,Salı,977438,1006761,208010,346213,143740,92573,20434,1384.09,11.6
2019-10-30,2019,10,Çrᗺmba,976081,1005364,258544,326302,155223,83783,43880,1546.09,9
2019-10-31,2019,10,Perᗾmbe,977270,1006589,243211,342028,154895,108185,46029,1743.09,10.8
2019-11-01,2019,11,Cuma,934469,962503,211624,321725,172023,114724,31409,1459.94,8.3
2019-11-02,2019,11,Cumartesi,887345,913966,224168,299679,126051,65164,45965,1663.22,10.3
2019-11-03,2019,11,Pazar,881048,907479,158065,324579,163279,90698,32012,1320.83,10.5
2019-11-04,2019,11,Pazartesi,960135,988940,246552,289626,146586,70932,41159,1505.95,8.7
2019-11-05,2019,11,Salı,981407,1010850,235444,369166,180896,79413,27221,1684.58,6.3
2019-11-06,2019,11,Çrᗺmba,981541,1010987,260141,337690,157686,143499,28042,1907.92,8.2
2019-11-07,2019,11,Perᗾmbe,986884,1016491,248705,356267,193630,111628,33142,1180.23,10.7
2019-11-08,2019,11,Cuma,989561,1019248,208880,384269,175682,113884,27215,1923.84,13.8
2019-11-09,2019,11,Cumartesi,906111,933294,183573,322092,167359,82447,32259,1550.5,5.9
2019-11-10,2019,11,Pazar,905912,933090,187338,317559,123698,84577,45264,1689.27,13.1
2019-11-11,2019,11,Pazartesi,1016187,1046673,217845,353286,204590,138424,44545,1687.79,8.9
2019-11-12,2019,11,Salı,974180,1003405,165442,310110,145177,97982,60413,1476.21,7.6
2019-11-13,2019,11,Çrᗺmba,983639,1013148,227370,328245,203191,97716,34879,1897.36,10.3
2019-11-14,2019,11,Perᗾmbe,995870,1025746,185495,356403,170574,78577,43553,1556.15,8.6
2019-11-15,2019,11,Cuma,957159,985874,218024,337824,184074,103078,35403,1265.27,7.9
2019-11-16,2019,11,Cumartesi,908686,935946,249901,301641,196779,84945,31786,1943.96,4.7
2019-11-17,2019,11,Pazar,908311,935560,196867,317420,143733,91458,27137,1291.12,8.2
2019-11-18,2019,11,Pazartesi,978448,1007801,267004,343481,178611,131801,38341,1988.54,6
2019-11-19,2019,11,Salı,993920,1023737,239070,364745,168054,118313,28232,1599.52,4.8
2019-11-20,2019,11,Çrᗺmba,1000732,1030754,190471,357312,147513,131144,36536,1468.1,9.1
2019-11-21,2019,11,Perᗾmbe,1005984,1036163,232371,369002,166381,125163,22952,1803.26,7.8
2019-11-22,2019,11,Cuma,981656,1011106,235118,337742,160593,106292,43726,1615.26,6.3
2019-11-23,2019,11,Cumartesi,877295,903614,169325,304443,171093,81831,28411,1752.17,8.8
2019-11-24,2019,11,Pazar,866472,892466,189491,292351,160838,98390,41890,1842.53,9.1
2019-11-25,2019,11,Pazartesi,981708,1011159,231623,345733,138613,101631,30207,1869.31,2.9
2019-11-26,2019,11,Salı,960506,989322,241841,324973,170652,116606,28869,1981.46,8.6
2019-11-27,2019,11,Çrᗺmba,953767,982380,267054,337880,171658,100322,27691,1248.65,3.6
2019-11-28,2019,11,Perᗾmbe,987044,1016655,203936,332114,217018,91799,22745,1612.45,8.3
2019-11-29,2019,11,Cuma,963587,992495,233415,310317,214463,69069,33447,1457.59,7.3
2019-11-30,2019,11,Cumartesi,859111,884885,194303,311670,189595,98434,14743,1542.64,4.1
2019-12-01,2019,12,Pazar,883041,909532,162208,306579,163542,97629,33122,1606.74,5.2
2019-12-02,2019,12,Pazartesi,986502,1016097,211859,308350,171063,54899,10782,2127.47,6.6
2019-12-03,2019,12,Salı,985076,1014628,237643,326852,206428,101244,24868,1720.76,7.8
2019-12-04,2019,12,Çrᗺmba,1002526,1032601,223667,366777,184290,79371,47037,1854.29,6.8
2019-12-05,2019,12,Perᗾmbe,955521,984187,238315,330028,206891,107367,23595,1791.28,5.3
2019-12-06,2019,12,Cuma,972671,1001851,235689,326417,180488,68978,36621,1787.46,4.1
2019-12-07,2019,12,Cumartesi,891724,918475,202584,305704,170342,113149,54355,1783.85,5.5
2019-12-08,2019,12,Pazar,895093,921946,183387,327692,184824,68165,10751,1443.25,4.3
2019-12-09,2019,12,Pazartesi,975710,1004981,269785,363372,205482,91313,44778,1960.28,3.6
2019-12-10,2019,12,Salı,1012562,1042939,247999,368804,187782,119472,21368,1970.97,8.1
2019-12-11,2019,12,Çrᗺmba,988971,1018640,226057,364327,205076,105009,28533,1907.31,7.4
2019-12-12,2019,12,Perᗾmbe,957812,986546,237705,331701,181269,99108,16499,1737.34,-2.1
2019-12-13,2019,12,Cuma,1016654,1047153,231674,361191,219536,77516,13089,2005.4,3.4
2019-12-14,2019,12,Cumartesi,844838,870183,177158,294509,167983,76892,31102,1331.5,2.7
2019-12-15,2019,12,Pazar,833320,858320,178856,321358,160791,74314,15439,1979.48,3.4
2019-12-16,2019,12,Pazartesi,962550,991426,220554,335804,213993,87940,22926,1481.14,3.1
2019-12-17,2019,12,Salı,957009,985720,247752,335114,205101,78556,26199,1175.15,4.6
2019-12-18,2019,12,Çrᗺmba,950266,978774,205446,373099,219818,64834,28918,1715.01,-1.7
2019-12-19,2019,12,Perᗾmbe,963084,991977,238564,332284,186123,93865,26775,1367.02,2.2
2019-12-20,2019,12,Cuma,966029,995010,251761,355790,209702,81907,28011,1849.91,0.3
2019-12-21,2019,12,Cumartesi,836257,861344,233928,274609,169435,50619,22567,1616.91,5.4
2019-12-22,2019,12,Pazar,851381,876922,213406,295472,177271,72957,27782,1468.31,1
2019-12-23,2019,12,Pazartesi,977969,1007308,190928,350683,221427,143145,19967,1390.63,3.9
2019-12-24,2019,12,Salı,962127,990991,226238,383048,193398,90629,16569,1659.52,3
2019-12-25,2019,12,Çrᗺmba,1002052,1032114,239629,335270,212855,115853,27494,1650.61,5.4
2019-12-26,2019,12,Perᗾmbe,959407,988189,229349,327984,201570,87516,23037,2033.35,-0.7
2019-12-27,2019,12,Cuma,972688,1001869,197550,327196,218176,120733,43136,1786.5,-2.2
2019-12-28,2019,12,Cumartesi,849347,874827,177629,274367,184959,89253,18154,1859.83,3.3
2019-12-29,2019,12,Pazar,829604,854492,197806,254172,149395,104978,29129,1347.51,6.1
2019-12-30,2019,12,Pazartesi,951819,980374,199952,358432,208939,92600,28677,1718.79,4.4
2019-12-31,2019,12,Salı,922833,950517,209520,290959,196661,91988,26327,2020.34,-1.3
2020-01-01,2020,1,Çrᗺmba,937460,965584,245771,330326,216289,71789,33457,1426.67,3
2020-01-02,2020,1,Perᗾmbe,921200,948836,211353,343816,233777,103928,31998,1682.24,4.4
2020-01-03,2020,1,Cuma,949893,978390,244536,345583,221458,116285,30140,1656.4,1.9
2020-01-04,2020,1,Cumartesi,865580,891547,180860,287709,202382,65563,38427,1397.75,5.3
2020-01-05,2020,1,Pazar,840599,865816,217737,293530,219237,55080,34125,1606.79,-3.1
2020-01-06,2020,1,Pazartesi,962299,991168,262750,330034,209337,98340,38993,2085.42,0.7
2020-01-07,2020,1,Salı,916118,943601,229944,332705,185143,89091,29184,2129.92,2.7
2020-01-08,2020,1,Çrᗺmba,924732,952474,201051,328945,242693,90094,42489,1736.77,2.8
2020-01-09,2020,1,Perᗾmbe,943633,971942,227495,316573,225637,67470,14090,1532.75,-0.2
2020-01-10,2020,1,Cuma,968344,997394,247428,338912,228825,113506,39917,2046.25,1.7
2020-01-11,2020,1,Cumartesi,813208,837604,231579,301913,192024,92925,37588,1889.03,4.2
2020-01-12,2020,1,Pazar,831772,856726,229662,294155,199108,92223,23076,1954.97,2.6
2020-01-13,2020,1,Pazartesi,934435,962468,212838,343935,213615,117233,42498,1047.72,2.8
2020-01-14,2020,1,Salı,951031,979562,226071,361298,199607,87811,30364,1762.06,3.4
2020-01-15,2020,1,Çrᗺmba,938807,966971,175680,354898,195784,74626,37233,1776.96,0.4
2020-01-16,2020,1,Perᗾmbe,910329,937639,165334,355124,208251,102109,27539,1607.99,5.3
2020-01-17,2020,1,Cuma,984794,1014337,219482,339875,207723,120801,43768,1995.77,5.4
2020-01-18,2020,1,Cumartesi,815221,839677,202526,265719,215936,106770,39293,1673.2,-2.5
2020-01-19,2020,1,Pazar,800106,824109,215992,284498,198662,70997,12794,1506.06,-0.4
2020-01-20,2020,1,Pazartesi,941306,969545,235392,334993,201393,97865,34518,2215.6,2.3
2020-01-21,2020,1,Salı,921170,948806,193579,319076,204211,89894,33130,1677.02,3.2
2020-01-22,2020,1,Çrᗺmba,933564,961571,199266,308899,251458,99463,33627,1608.09,1.5
2020-01-23,2020,1,Perᗾmbe,918303,945852,229576,317227,179397,99286,25856,2116.86,4.2
2020-01-24,2020,1,Cuma,890290,916999,216075,288305,211103,105892,49580,1679.27,0.6
2020-01-25,2020,1,Cumartesi,783312,806811,162702,281440,163015,76535,27791,1457.16,1.1
2020-01-26,2020,1,Pazar,796152,820037,150105,283396,214308,81032,27684,1581.86,1.9
2020-01-27,2020,1,Pazartesi,900134,927138,225444,275545,206777,68934,23903,1711.07,3.8
2020-01-28,2020,1,Salı,871448,897592,180407,320543,198729,81807,29016,1636.98,3.6
2020-01-29,2020,1,Çrᗺmba,902855,929941,179897,318475,224340,111295,37962,1841.42,4.3
2020-01-30,2020,1,Perᗾmbe,891396,918138,250027,348325,227202,104545,32791,2067.09,4.8
2020-01-31,2020,1,Cuma,914475,941909,151180,336192,247157,97294,30714,1735.77,4.2
2020-02-01,2020,2,Cumartesi,818580,843138,200851,306665,166695,67939,26711,1369.47,3.5
2020-02-02,2020,2,Pazar,810617,834936,178775,264935,184473,85643,34749,1943.23,6.5
2020-02-03,2020,2,Pazartesi,893103,919896,188907,345478,209153,89974,36966,2006.38,2.3
2020-02-04,2020,2,Salı,868135,894179,191075,303360,204595,78040,27585,1724.78,0.5
2020-02-05,2020,2,Çrᗺmba,883916,910433,259817,317463,225106,94983,32627,1615.88,4.1
2020-02-06,2020,2,Perᗾmbe,885322,911882,214703,294595,201532,108822,38515,1606.76,6.6
2020-02-07,2020,2,Cuma,889887,916583,220170,299873,232286,107767,45315,2183.67,1.5
2020-02-08,2020,2,Cumartesi,749482,771967,152438,283605,168719,62784,14104,1244.97,4.4
2020-02-09,2020,2,Pazar,776942,800250,196116,252308,180406,72969,44981,1816.87,2.3
2020-02-10,2020,2,Pazartesi,894974,921823,173433,305469,197646,123167,33869,2053.91,4
2020-02-11,2020,2,Salı,862575,888452,185773,311694,207057,98969,22210,2064.32,7.1
2020-02-12,2020,2,Çrᗺmba,879823,906218,190116,288865,212119,105810,47821,1834.1,2.1
2020-02-13,2020,2,Perᗾmbe,858586,884344,186064,306828,223542,55857,36166,1911.58,3.4
2020-02-14,2020,2,Cuma,854032,879652,215134,282174,220503,77229,44090,1952.84,7.5
2020-02-15,2020,2,Cumartesi,774642,797881,148740,273973,199051,68037,21197,1604.26,6.7
2020-02-16,2020,2,Pazar,743478,765782,172956,258044,204920,64253,32114,1587.49,3.2
2020-02-17,2020,2,Pazartesi,876625,902924,214188,299847,229291,103339,43530,1599.1,4.4
2020-02-18,2020,2,Salı,840602,865820,185685,302155,232250,95922,27323,1570.25,10
2020-02-19,2020,2,Çrᗺmba,850826,876351,178637,299463,216002,82291,45453,1643.33,3.9
2020-02-20,2020,2,Perᗾmbe,861604,887452,225553,282118,229533,95708,35890,1679.3,8.6
2020-02-21,2020,2,Cuma,848864,874330,219714,290475,237311,95303,35525,1855.43,1.1
2020-02-22,2020,2,Cumartesi,754397,777029,169058,268372,180074,78199,14818,2352.02,4
2020-02-23,2020,2,Pazar,742649,764928,179356,257288,188278,51378,35360,1633.44,5.7
2020-02-24,2020,2,Pazartesi,853181,878777,223167,287845,262054,112920,38922,1842.78,7.8
2020-02-25,2020,2,Salı,843489,868794,221204,335216,235096,97236,35654,1789.64,7.2
2020-02-26,2020,2,Çrᗺmba,852488,878062,207619,301309,251438,100561,44332,1852,5.4
2020-02-27,2020,2,Perᗾmbe,804992,829141,151377,308229,258480,98458,61246,1859.22,6.8
2020-02-28,2020,2,Cuma,821517,846162,208982,291395,257006,126132,29219,1522.27,6.8
2020-02-29,2020,2,Cumartesi,716912,738419,192677,228636,186608,89446,25311,2065.52,7.9
2020-03-01,2020,3,Pazar,744877,767223,190282,241495,242113,61336,33083,1656.3,9.6
2020-03-02,2020,3,Pazartesi,847680,873110,188282,257733,224406,93138,30378,1822.81,10.6
2020-03-03,2020,3,Salı,830964,855893,239011,279965,246856,100552,32568,2211.83,7.5
2020-03-04,2020,3,Çrᗺmba,841145,866379,174112,270813,215778,60278,40337,1900.24,4.9
2020-03-05,2020,3,Perᗾmbe,848858,874323,197678,300126,213218,79330,24000,1544.53,4.1
2020-03-06,2020,3,Cuma,821088,845721,227838,264308,234711,93762,41287,1782.79,10.9
2020-03-07,2020,3,Cumartesi,700950,721979,142858,229316,234746,82600,16437,1650.02,5.5
2020-03-08,2020,3,Pazar,691366,712107,155294,250303,201968,70299,32308,1550.17,8.7
2020-03-09,2020,3,Pazartesi,809428,833710,209816,290440,228317,77345,33235,1525.5,13.6
2020-03-10,2020,3,Salı,839810,865005,198038,265265,222460,75052,52316,1791.05,6.4
2020-03-11,2020,3,Çrᗺmba,793005,816795,164979,273919,206215,100785,45021,1607.83,8.7
2020-03-12,2020,3,Perᗾmbe,810111,834415,229588,280080,204781,80237,32621,1836.36,10.3
2020-03-13,2020,3,Cuma,796649,820548,189262,264539,188917,95541,45998,1733.76,6.3
2020-03-14,2020,3,Cumartesi,716168,737653,141758,235977,183343,76839,37282,2160.42,13.8
2020-03-15,2020,3,Pazar,631668,650618,159464,222522,162011,62019,33354,1597.34,7.5
2020-03-16,2020,3,Pazartesi,686756,707359,150471,264564,179905,67669,17232,1667.17,14.1
2020-03-17,2020,3,Salı,682569,703046,168036,235155,189535,71685,35485,1710.28,9.3
2020-03-18,2020,3,Çrᗺmba,660093,679896,148918,247745,182739,61739,26335,2037.68,6.2
2020-03-19,2020,3,Perᗾmbe,658548,678305,138268,248580,163817,70040,30371,1663.13,10.2
2020-03-20,2020,3,Cuma,694009,714830,175889,244294,160353,94974,28553,1858.82,15.2
2020-03-21,2020,3,Cumartesi,570239,587346,147966,208912,163645,62555,27782,1474.34,11.4
2020-03-22,2020,3,Pazar,548169,564614,139264,187449,151190,59087,29253,1606.52,11
2020-03-23,2020,3,Pazartesi,655051,674703,163907,217660,181747,31500,36884,1500.41,10.9
2020-03-24,2020,3,Salı,673043,693235,185814,244910,183956,72906,41051,1529.77,7.7
2020-03-25,2020,3,Çrᗺmba,665832,685807,153457,214202,181791,52650,36313,1267.69,7.9
2020-03-26,2020,3,Perᗾmbe,662269,682137,147809,233361,212931,62891,30291,1421.54,14.2
2020-03-27,2020,3,Cuma,651155,670690,167097,235682,190651,82845,44928,1603.25,10.9
2020-03-28,2020,3,Cumartesi,529809,545704,116015,197498,170281,44928,20486,1920.33,12.5
2020-03-29,2020,3,Pazar,558816,575580,139683,205034,173984,59686,44979,1425.82,14
2020-03-30,2020,3,Pazartesi,651138,670672,146628,212897,181495,79668,34709,1630.46,15.2
2020-03-31,2020,3,Salı,661273,681111,162579,243802,173380,53993,31871,1539.36,13.1
2020-04-01,2020,4,Çrᗺmba,647525,666950,131535,203643,173315,50219,38945,1965.13,10.3
2020-04-02,2020,4,Perᗾmbe,643855,663170,147683,222681,172207,61018,36319,1398.85,13.2
2020-04-03,2020,4,Cuma,648409,667861,158742,222400,188587,58945,28687,1565.9,13.7
2020-04-04,2020,4,Cumartesi,544040,560361,155654,176420,137241,49251,29263,1481.78,17.2
2020-04-05,2020,4,Pazar,548210,564657,141472,186686,149641,59522,28454,1919.63,14
2020-04-06,2020,4,Pazartesi,635324,654384,143140,223684,191073,53358,32595,1849.82,14.9
2020-04-07,2020,4,Salı,659862,679658,155854,211838,178289,53300,45930,1830.28,15.7
2020-04-08,2020,4,Çrᗺmba,633162,652157,139586,199256,187101,74806,40896,1605.6,14
2020-04-09,2020,4,Perᗾmbe,601683,619734,105472,191175,158022,73254,45019,2011.83,17.2
2020-04-10,2020,4,Cuma,653719,673331,146562,240049,174112,37003,24832,1660.24,18.2
2020-04-11,2020,4,Cumartesi,555572,572240,139500,194739,154364,38351,42649,1988.72,17.6
2020-04-12,2020,4,Pazar,525115,540869,115316,180710,152535,42657,30737,1929.31,18.1
2020-04-13,2020,4,Pazartesi,619412,637995,143227,202085,187115,54161,38411,2013.78,14.1
2020-04-14,2020,4,Salı,670479,690594,165873,226630,173252,87984,35801,1217.68,19.5
2020-04-15,2020,4,Çrᗺmba,658368,678119,206141,212340,188741,78840,36299,1654.02,20.5
2020-04-16,2020,4,Perᗾmbe,639687,658877,131133,209730,174730,63870,52825,1483.14,18.4
2020-04-17,2020,4,Cuma,622791,641475,138027,240843,176715,63549,35505,1999.49,16.6
2020-04-18,2020,4,Cumartesi,533308,549308,149668,191921,152505,53862,39471,1699.71,16.8
2020-04-19,2020,4,Pazar,543468,559772,154521,193505,164036,57200,39119,1589.28,16.4
2020-04-20,2020,4,Pazartesi,620791,639415,138324,204672,154567,80690,55199,1644.64,20.8
2020-04-21,2020,4,Salı,644906,664254,126085,223084,160377,81741,40410,1518.3,12.4
2020-04-22,2020,4,Çrᗺmba,623044,641735,171293,203157,148674,54714,35144,2024.09,16.2
2020-04-23,2020,4,Perᗾmbe,619963,638562,162387,203610,160190,70728,41960,1693.65,18
